2020-08-05T00:19:19.324840||Snake Game Log
2020-08-05T00:19:19.324840||Log File Created
2020-08-05T00:19:19.324840||Import basic game funcrions
2020-08-05T00:19:19.324840||Loading Configurations...
2020-08-05T00:19:19.325837||Load Configurations Completed
2020-08-05T00:19:19.593423||pygame init completed
2020-08-05T00:19:19.593423||Start Global Variables init...
2020-08-05T00:19:19.723060||Display init completed
2020-08-05T00:19:19.723060||Colour Init Completed
2020-08-05T00:19:19.724058||Font Init Completed
2020-08-05T00:19:19.724058||Clock init completed
2020-08-05T00:19:19.724058||Global Variables init completed
2020-08-05T00:19:19.724058||Starting Game...
2020-08-05T00:19:19.725054||Start Init Game variables...
2020-08-05T00:19:19.725054||Init Game variables Completed
2020-08-05T00:19:20.834088||Select Start Game
2020-08-05T00:19:36.905800||Select Game Type
2020-08-05T00:19:37.814971||Select Box Barrier
2020-08-05T00:19:37.815968||Changed the configurations
2020-08-05T00:19:38.798330||Select Start Game
2020-08-05T00:19:43.238328||Select Start Game
2020-08-05T00:19:49.584046||Select Start Game
2020-08-05T00:19:54.997407||Select Start Game
2020-08-05T00:19:59.181974||Select Start Game
2020-08-05T00:20:10.464731||Select Start Game
2020-08-05T00:20:42.437949||Select High Score
2020-08-05T00:20:44.480172||Select Game Type
2020-08-05T00:20:45.214168||Select No Barrier
2020-08-05T00:20:45.215165||Changed the configurations
2020-08-05T00:20:46.591663||Select Quit Game
2020-08-05T00:20:46.591663||Quiting the Game...
2020-08-05T00:20:46.916212||Game Quit
2020-08-05T00:20:46.916212||Game finished
2020-08-05T00:20:46.917210||Log finished
