2020-08-04T23:07:28.201762||Snake Game Log
2020-08-04T23:07:28.202720||Log File Created
2020-08-04T23:07:28.202720||Import basic game funcrions
2020-08-04T23:07:28.202720||Loading Configurations...
2020-08-04T23:07:28.203747||Load Configurations Completed
2020-08-04T23:07:28.650251||pygame init completed
2020-08-04T23:07:28.650251||Start Global Variables init...
2020-08-04T23:07:28.762988||Display init completed
2020-08-04T23:07:28.762988||Colour Init Completed
2020-08-04T23:07:28.763948||Font Init Completed
2020-08-04T23:07:28.763948||Clock init completed
2020-08-04T23:07:28.763948||Global Variables init completed
2020-08-04T23:07:28.763948||Starting Game...
2020-08-04T23:07:28.764945||Start Init Game variables...
2020-08-04T23:07:28.764945||Init Game variables Completed
2020-08-04T23:07:29.843094||Select Start Game
2020-08-04T23:07:43.041407||Select Quit Game
2020-08-04T23:07:43.042404||Quiting the Game...
2020-08-04T23:07:43.455259||Game Quit
2020-08-04T23:07:43.456256||Game finished
2020-08-04T23:07:43.456256||Log finished
