2020-08-05T12:28:36.224393||Snake Game Log
2020-08-05T12:28:36.224393||Log File Created
2020-08-05T12:28:36.224393||Import basic game funcrions
2020-08-05T12:28:36.224393||Loading Configurations...
2020-08-05T12:28:36.224393||Load Configurations Completed
2020-08-05T12:28:36.681602||pygame init completed
2020-08-05T12:28:36.681602||Start Global Variables init...
2020-08-05T12:28:36.799323||Display init completed
2020-08-05T12:28:36.799323||Colour Init Completed
2020-08-05T12:28:36.800283||Font Init Completed
2020-08-05T12:28:36.800283||Clock init completed
2020-08-05T12:28:36.800283||Global Variables init completed
2020-08-05T12:28:36.800283||Starting Game...
2020-08-05T12:28:36.800283||Start Init Game variables...
2020-08-05T12:28:36.801323||Init Game variables Completed
2020-08-05T12:28:40.303020||Select Game Type
2020-08-05T12:28:41.564310||Select No Barrier
2020-08-05T12:28:41.564310||Changed the configurations
2020-08-05T12:28:42.365132||Select Start Game
2020-08-05T12:29:00.453659||Select Game Type
2020-08-05T12:29:01.244213||Select Box Barrier
2020-08-05T12:29:01.245200||Changed the configurations
2020-08-05T12:29:02.125847||Select Start Game
2020-08-05T12:29:23.750366||Select Game Type
2020-08-05T12:29:25.052971||Select Tunnel
2020-08-05T12:29:25.053966||Changed the configurations
2020-08-05T12:29:26.076998||Select Start Game
2020-08-05T12:29:42.244638||Select Quit Game
2020-08-05T12:29:42.244638||Quiting the Game...
2020-08-05T12:29:42.565802||Game Quit
2020-08-05T12:29:42.565802||Game finished
2020-08-05T12:29:42.565802||Log finished
