2020-08-10T13:21:00.740573||Snake Game Log
2020-08-10T13:21:00.741569||Log File Created
2020-08-10T13:21:00.742567||Import basic game funcrions
2020-08-10T13:21:00.742567||Loading Configurations...
2020-08-10T13:21:00.743563||Load Configurations Completed
2020-08-10T13:21:01.047284||pygame init completed
2020-08-10T13:21:01.048521||Start Global Variables init...
2020-08-10T13:21:01.252252||Display init completed
2020-08-10T13:21:01.252252||Colour Init Completed
2020-08-10T13:21:01.253254||Font Init Completed
2020-08-10T13:21:01.254248||Clock init completed
2020-08-10T13:21:01.254248||Global Variables init completed
2020-08-10T13:21:01.254248||Starting Game...
2020-08-10T13:21:01.254248||Start Init Game variables...
2020-08-10T13:21:01.254248||Init Game variables Completed
2020-08-10T13:21:01.887459||Select Start Game
