2020-08-05T00:22:03.441058||Snake Game Log
2020-08-05T00:22:03.441058||Log File Created
2020-08-05T00:22:03.441058||Import basic game funcrions
2020-08-05T00:22:03.442055||Loading Configurations...
2020-08-05T00:22:03.442055||Load Configurations Completed
2020-08-05T00:22:03.723989||pygame init completed
2020-08-05T00:22:03.724989||Start Global Variables init...
2020-08-05T00:22:03.841572||Display init completed
2020-08-05T00:22:03.841572||Colour Init Completed
2020-08-05T00:22:03.841572||Font Init Completed
2020-08-05T00:22:03.842570||Clock init completed
2020-08-05T00:22:03.842570||Global Variables init completed
2020-08-05T00:22:03.842570||Starting Game...
2020-08-05T00:22:03.842570||Start Init Game variables...
2020-08-05T00:22:03.842570||Init Game variables Completed
2020-08-05T00:22:06.087396||Select Game Type
2020-08-05T00:22:07.367627||Select Box Barrier
2020-08-05T00:22:07.368630||Changed the configurations
2020-08-05T00:22:08.144299||Select Start Game
2020-08-05T00:22:16.952802||Select Game Type
2020-08-05T00:22:18.142466||Select Tunnel
2020-08-05T00:22:18.142466||Changed the configurations
2020-08-05T00:22:18.959789||Select Start Game
2020-08-05T00:22:23.918171||Select Start Game
2020-08-05T00:22:40.416441||Select Quit Game
2020-08-05T00:22:40.417438||Quiting the Game...
2020-08-05T00:22:40.684445||Game Quit
2020-08-05T00:22:40.685444||Game finished
2020-08-05T00:22:40.685444||Log finished
