2020-08-04T22:54:17.948462||Snake Game Log
2020-08-04T22:54:17.948462||Log File Created
2020-08-04T22:54:17.948462||Import basic game funcrions
2020-08-04T22:54:17.948462||Loading Configurations...
2020-08-04T22:54:17.948462||Load Configurations Completed
2020-08-04T22:54:18.438220||pygame init completed
2020-08-04T22:54:18.439217||Start Global Variables init...
2020-08-04T22:54:18.521997||Display init completed
2020-08-04T22:54:18.521997||Colour Init Completed
2020-08-04T22:54:18.522997||Font Init Completed
2020-08-04T22:54:18.522997||Clock init completed
2020-08-04T22:54:18.522997||Global Variables init completed
2020-08-04T22:54:18.522997||Starting Game...
2020-08-04T22:54:18.523991||Start Init Game variables...
2020-08-04T22:54:18.523991||Init Game variables Completed
2020-08-04T22:54:19.531572||Select Start Game
2020-08-04T22:54:27.678347||Select Game Type
2020-08-04T22:54:28.691636||Select Tunnel
2020-08-04T22:54:28.691636||Changed the configurations
2020-08-04T22:54:29.734903||Select Start Game
2020-08-04T22:54:34.966446||Select High Score
2020-08-04T22:54:39.372301||Select Start Game
2020-08-04T22:54:44.453928||Select Start Game
2020-08-04T22:54:59.390450||Select Start Game
2020-08-04T22:55:56.438374||Select Quit Game
2020-08-04T22:55:56.438374||Quiting the Game...
2020-08-04T22:55:56.822389||Game Quit
2020-08-04T22:55:56.822389||Game finished
2020-08-04T22:55:56.822389||Log finished
