2020-08-10T23:38:57.552043||Snake Game Log
2020-08-10T23:38:57.552043||Log File Created
2020-08-10T23:38:57.552043||Import basic game funcrions
2020-08-10T23:38:57.553040||Loading Configurations...
2020-08-10T23:38:57.553040||Load Configurations Completed
2020-08-10T23:38:57.820572||pygame init completed
2020-08-10T23:38:57.821517||Start Global Variables init...
2020-08-10T23:38:57.981095||Display init completed
2020-08-10T23:38:57.981095||Colour Init Completed
2020-08-10T23:38:57.981095||Font Init Completed
2020-08-10T23:38:57.982092||Clock init completed
2020-08-10T23:38:57.982092||Global Variables init completed
2020-08-10T23:38:57.982092||Starting Game...
2020-08-10T23:38:57.982092||Start Init Game variables...
2020-08-10T23:38:57.982092||Init Game variables Completed
2020-08-10T23:38:59.395545||Select High Score
2020-08-10T23:39:00.816148||Select Quit Game
2020-08-10T23:39:00.816148||Quiting the Game...
2020-08-10T23:39:01.160226||Game Quit
2020-08-10T23:39:01.161224||Game finished
2020-08-10T23:39:01.161224||Log finished
