2020-08-10T23:16:50.039946||Snake Game Log
2020-08-10T23:16:50.039946||Log File Created
2020-08-10T23:16:50.039946||Import basic game funcrions
2020-08-10T23:16:50.040943||Loading Configurations...
2020-08-10T23:16:50.040943||Load Configurations Completed
2020-08-10T23:16:50.336721||pygame init completed
2020-08-10T23:16:50.337741||Start Global Variables init...
2020-08-10T23:16:50.467889||Display init completed
2020-08-10T23:16:50.468885||Colour Init Completed
2020-08-10T23:16:50.468885||Font Init Completed
2020-08-10T23:16:50.468885||Clock init completed
2020-08-10T23:16:50.468885||Global Variables init completed
2020-08-10T23:16:50.468885||Starting Game...
2020-08-10T23:16:50.469882||Start Init Game variables...
2020-08-10T23:16:50.469882||Init Game variables Completed
2020-08-10T23:16:51.508617||Select Start Game
2020-08-10T23:19:58.108815||Select High Score
2020-08-10T23:20:02.188309||Select Game Type
2020-08-10T23:20:03.037796||Select Box Barrier
2020-08-10T23:20:03.038793||Changed the configurations
2020-08-10T23:20:03.842850||Select Start Game
2020-08-10T23:20:58.011013||Select Game Type
2020-08-10T23:20:58.949115||Select Tunnel
2020-08-10T23:20:58.950075||Changed the configurations
2020-08-10T23:20:59.614307||Select Start Game
2020-08-10T23:21:31.107958||Select Game Type
2020-08-10T23:21:31.772962||Select Rail
2020-08-10T23:21:31.773929||Changed the configurations
2020-08-10T23:21:32.542146||Select Start Game
2020-08-10T23:21:46.117586||Select Start Game
2020-08-10T23:21:52.029612||Select Start Game
2020-08-10T23:22:32.820431||Select Game Type
2020-08-10T23:22:33.499384||Select Mill
2020-08-10T23:22:33.500343||Changed the configurations
2020-08-10T23:22:34.268620||Select Start Game
2020-08-10T23:22:45.367575||Select Start Game
2020-08-10T23:22:53.748191||Select Start Game
2020-08-10T23:23:17.971216||Select High Score
2020-08-10T23:23:20.109350||Select Game Type
2020-08-10T23:23:21.498553||Select No Barrier
2020-08-10T23:23:21.499552||Changed the configurations
2020-08-10T23:23:23.267850||Select Quit Game
2020-08-10T23:23:23.267850||Quiting the Game...
2020-08-10T23:23:23.571852||Game Quit
2020-08-10T23:23:23.571852||Game finished
2020-08-10T23:23:23.572850||Log finished
