2020-08-05T20:56:18.055749||Snake Game Log
2020-08-05T20:56:18.055749||Log File Created
2020-08-05T20:56:18.056746||Import basic game funcrions
2020-08-05T20:56:18.056746||Loading Configurations...
2020-08-05T20:56:18.056746||Load Configurations Completed
2020-08-05T20:56:18.504196||pygame init completed
2020-08-05T20:56:18.505192||Start Global Variables init...
2020-08-05T20:56:18.639832||Display init completed
2020-08-05T20:56:18.639832||Colour Init Completed
2020-08-05T20:56:18.639832||Font Init Completed
2020-08-05T20:56:18.640842||Clock init completed
2020-08-05T20:56:18.640842||Global Variables init completed
2020-08-05T20:56:18.640842||Starting Game...
2020-08-05T20:56:18.640842||Start Init Game variables...
2020-08-05T20:56:18.640842||Init Game variables Completed
2020-08-05T20:56:19.468814||Select Start Game
2020-08-05T20:56:44.700233||Select Game Type
2020-08-05T20:56:46.482213||Select No Barrier
2020-08-05T20:56:46.483182||Changed the configurations
2020-08-05T20:56:49.153328||Select Quit Game
2020-08-05T20:56:49.153328||Quiting the Game...
2020-08-05T20:56:49.457480||Game Quit
2020-08-05T20:56:49.457480||Game finished
2020-08-05T20:56:49.458478||Log finished
